index,TeamID,Season,seed_num,weighted_past_seed,3pt_success_rate,freethrow_success_rate,field_success_rate
0,1101,1985,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
1,1101,1986,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
2,1101,1987,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
3,1101,1988,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
4,1101,1989,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
5,1101,1990,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
6,1101,1991,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
7,1101,1992,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
8,1101,1993,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
9,1101,1994,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
10,1101,1995,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
11,1101,1996,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
12,1101,1997,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
13,1101,1998,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
14,1101,1999,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
15,1101,2000,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
16,1101,2001,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
17,1101,2002,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
18,1101,2003,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
19,1101,2004,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
20,1101,2005,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
21,1101,2006,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
22,1101,2007,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
23,1101,2008,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
24,1101,2009,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
25,1101,2010,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
26,1101,2011,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
27,1101,2012,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
28,1101,2013,17.0,17.0,0.36211233429528755,0.7055164339786222,0.43243102414541423
29,1101,2014,17.0,17.0,0.37333333333333335,0.7460674157303371,0.40550807217473883
30,1101,2015,17.0,17.0,0.3780260707635009,0.7279236276849642,0.4048582995951417
31,1101,2016,17.0,17.0,0.36345776031434185,0.706984667802385,0.4416208791208791
32,1101,2017,17.0,17.0,0.3710691823899371,0.6422413793103449,0.45836459114778694
33,1101,2018,17.0,17.0,0.3246753246753247,0.7043650793650794,0.4518032786885246
34,1101,2019,15.0,16.9108805288054,0.38321167883211676,0.7233273056057866,0.45880149812734083
35,1101,2020,17.0,16.915696435316192,0.3147482014388489,0.7427652733118971,0.4385733157199472
36,1101,2021,14.0,16.7935217572506,0.37701612903225806,0.6883116883116883,0.46023564064801176
37,1101,2022,17.0,16.803999751650174,0.313915857605178,0.7427701674277016,0.4215456674473068
38,1101,2023,17.0,16.81357422456019,0.3431952662721893,0.7285714285714285,0.43506921555702044
39,1101,2024,17.0,16.82235025324131,0.3420479302832244,0.7360114777618364,0.42476401998889507
40,1101,2025,17.0,16.83041786950776,0.28883495145631066,0.7194719471947195,0.43041079092581236
41,1102,1985,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
42,1102,1986,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
43,1102,1987,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
44,1102,1988,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
45,1102,1989,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
46,1102,1990,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
47,1102,1991,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
48,1102,1992,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
49,1102,1993,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
50,1102,1994,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
51,1102,1995,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
52,1102,1996,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
53,1102,1997,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
54,1102,1998,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
55,1102,1999,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
56,1102,2000,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
57,1102,2001,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
58,1102,2002,17.0,17.0,0.3843348741007499,0.7190260328937879,0.47588358987433105
59,1102,2003,17.0,17.0,0.37564322469982847,0.651356993736952,0.48114901256732495
60,1102,2004,11.0,16.537076513477103,0.38102893890675243,0.7090909090909091,0.4825828377230246
61,1102,2005,17.0,16.579126057482434,0.3644067796610169,0.7282321899736148,0.4486994219653179
62,1102,2006,13.0,16.333670785546882,0.3970345963756178,0.7463768115942029,0.48119122257053293
63,1102,2007,17.0,16.38776197408215,0.4035608308605341,0.76007326007326,0.48579545454545453
64,1102,2008,17.0,16.434502935197624,0.3754716981132076,0.6944444444444444,0.43723673125526535
65,1102,2009,17.0,16.475220448948686,0.37058823529411766,0.674074074074074,0.4350547730829421
66,1102,2010,17.0,16.51095065671305,0.31047619047619046,0.6373626373626373,0.43872919818456885
67,1102,2011,17.0,16.542512660036113,0.3762575452716298,0.7007874015748031,0.46865671641791046
68,1102,2012,17.0,16.570561218325306,0.3333333333333333,0.682,0.4444444444444444
69,1102,2013,17.0,16.595625065353914,0.380718954248366,0.7274725274725274,0.4710344827586207
70,1102,2014,17.0,16.61813516379986,0.32894736842105265,0.6901669758812616,0.4259131633356306
71,1102,2015,17.0,16.63844581101131,0.3543441226575809,0.6585903083700441,0.46535326086956524
72,1102,2016,17.0,16.65685059355788,0.3339222614840989,0.6738131699846861,0.42216838279830404
